p_l_0_depth,p_l_1_depth,p_l_2_depth,p_r_0_depth,p_r_1_depth,p_r_2_depth,p_l_0[x],p_l_0[y],p_l_0[z],p_l_1[x],p_l_1[y],p_l_1[z],p_l_2[x],p_l_2[y],p_l_2[z],p_r_0[x],p_r_0[y],p_r_0[z],p_r_1[x],p_r_1[y],p_r_1[z],p_r_2[x],p_r_2[y],p_r_2[z],t_r_l(0,0),t_r_l(1,0),t_r_l(2,0),t_r_l(3,0),t_r_l(0,1),t_r_l(1,1),t_r_l(2,1),t_r_l(3,1),t_r_l(0,2),t_r_l(1,2),t_r_l(2,2),t_r_l(3,2),t_r_l(0,3),t_r_l(1,3),t_r_l(2,3),t_r_l(3,3),
1.237921,1.599851,1.430589,1.877381,1.535404,2.035395,0.132843,-0.608692,-1.237921,0.506270,-0.502028,-1.599851,-0.063088,-0.557218,-1.430589,-0.580391,-0.133114,-1.877381,-0.207718,-0.293568,-1.535404,-0.374828,-0.044848,-2.035395,-0.010881,-0.466081,0.884675,0.000000,0.238015,0.858092,0.455003,0.000000,-0.971201,0.215517,0.101598,0.000000,-1.636337,0.717908,-1.592178,1.000000,0.702308,0.711094,-0.033296,0.000000,-0.302378,0.340331,0.890361,0.000000,0.644461,-0.615240,0.454037,0.000000,1.196262,-1.128825,0.951595,1.000000,
1.238319,1.599595,1.430420,1.876435,1.535182,2.030913,0.132886,-0.608888,-1.238319,0.506189,-0.501948,-1.599595,-0.063081,-0.557152,-1.430420,-0.580098,-0.133047,-1.876435,-0.207688,-0.293525,-1.535182,-0.374003,-0.044749,-2.030913,-0.009655,-0.469830,0.882704,0.000000,0.235904,0.856758,0.458600,0.000000,-0.971728,0.212661,0.102563,0.000000,-1.638486,0.714399,-1.587492,1.000000,0.702666,0.710552,-0.037101,0.000000,-0.302792,0.345803,0.888109,0.000000,0.643877,-0.612810,0.458133,0.000000,1.194524,-1.123500,0.956294,1.000000,
1.238397,1.600262,1.430542,1.876122,1.535352,2.035400,0.132894,-0.608926,-1.238397,0.506400,-0.502157,-1.600262,-0.063086,-0.557200,-1.430542,-0.580002,-0.133024,-1.876122,-0.207711,-0.293558,-1.535352,-0.374829,-0.044848,-2.035400,-0.009985,-0.464612,0.885458,0.000000,0.241483,0.858173,0.453018,0.000000,-0.970354,0.218346,0.103627,0.000000,-1.633313,0.721683,-1.589609,1.000000,0.702942,0.710577,-0.030874,0.000000,-0.303111,0.338559,0.890787,0.000000,0.643425,-0.616814,0.453371,0.000000,1.193530,-1.131845,0.951169,1.000000,
1.238303,1.600499,1.430979,1.875424,1.535304,2.001568,0.132884,-0.608880,-1.238303,0.506475,-0.502231,-1.600499,-0.063105,-0.557370,-1.430979,-0.579786,-0.132975,-1.875424,-0.207704,-0.293548,-1.535304,-0.368599,-0.044103,-2.001568,-0.007018,-0.502745,0.864406,0.000000,0.199300,0.846382,0.493880,0.000000,-0.979913,0.175742,0.094257,0.000000,-1.670934,0.666798,-1.572858,1.000000,0.703281,0.707161,-0.072940,0.000000,-0.303504,0.391442,0.868711,0.000000,0.642870,-0.588810,0.489919,0.000000,1.192048,-1.074015,0.992034,1.000000,
1.238144,1.600275,1.431038,1.877098,1.535347,2.032490,0.132867,-0.608801,-1.238144,0.506404,-0.502161,-1.600275,-0.063108,-0.557393,-1.431038,-0.580303,-0.133094,-1.877098,-0.207710,-0.293557,-1.535347,-0.374294,-0.044784,-2.032490,-0.010665,-0.469201,0.883027,0.000000,0.234659,0.857243,0.458334,0.000000,-0.972019,0.212099,0.100960,0.000000,-1.639525,0.713747,-1.590386,1.000000,0.702422,0.710833,-0.036334,0.000000,-0.302509,0.344358,0.888767,0.000000,0.644277,-0.613298,0.456917,0.000000,1.195726,-1.124689,0.954883,1.000000,
1.238313,1.599401,1.431300,1.877002,1.535019,2.031559,0.132885,-0.608884,-1.238313,0.506127,-0.501887,-1.599401,-0.063120,-0.557495,-1.431300,-0.580274,-0.133087,-1.877002,-0.207666,-0.293494,-1.535019,-0.374122,-0.044764,-2.031559,-0.009986,-0.470729,0.882221,0.000000,0.234188,0.856627,0.459724,0.000000,-0.972140,0.211196,0.101685,0.000000,-1.640167,0.712580,-1.588400,1.000000,0.702260,0.710930,-0.037544,0.000000,-0.302321,0.345548,0.888368,0.000000,0.644541,-0.612515,0.457594,0.000000,1.196073,-1.122970,0.955350,1.000000,
1.238050,1.600470,1.431498,1.877216,1.534968,2.034722,0.132857,-0.608755,-1.238050,0.506466,-0.502223,-1.600470,-0.063128,-0.557572,-1.431498,-0.580340,-0.133102,-1.877216,-0.207659,-0.293484,-1.534968,-0.374705,-0.044833,-2.034722,-0.011403,-0.467182,0.884088,0.000000,0.235660,0.857985,0.456428,0.000000,-0.971769,0.213548,0.100312,0.000000,-1.638464,0.715653,-1.592628,1.000000,0.702114,0.711247,-0.034128,0.000000,-0.302153,0.340987,0.890186,0.000000,0.644779,-0.614700,0.454316,0.000000,1.196637,-1.127574,0.951530,1.000000,
1.238065,1.600342,1.431436,1.876720,1.534823,2.034568,0.132859,-0.608763,-1.238065,0.506425,-0.502182,-1.600342,-0.063126,-0.557548,-1.431436,-0.580186,-0.133067,-1.876720,-0.207639,-0.293456,-1.534823,-0.374676,-0.044830,-2.034568,-0.011091,-0.466949,0.884215,0.000000,0.236547,0.857945,0.456044,0.000000,-0.971557,0.214216,0.100940,0.000000,-1.637563,0.716469,-1.591603,1.000000,0.702282,0.711112,-0.033460,0.000000,-0.302348,0.340485,0.890312,0.000000,0.644504,-0.615134,0.454120,0.000000,1.195776,-1.128349,0.951314,1.000000,
1.238133,1.600596,1.431927,1.875683,1.534961,2.033736,0.132866,-0.608796,-1.238133,0.506505,-0.502262,-1.600596,-0.063147,-0.557739,-1.431927,-0.579866,-0.132993,-1.875683,-0.207658,-0.293483,-1.534961,-0.374523,-0.044811,-2.033736,-0.010341,-0.467860,0.883742,0.000000,0.236869,0.857489,0.456733,0.000000,-0.971487,0.214054,0.101954,0.000000,-1.637116,0.716233,-1.588812,1.000000,0.702921,0.710532,-0.032342,0.000000,-0.303087,0.340357,0.890110,0.000000,0.643459,-0.615875,0.454597,0.000000,1.193217,-1.129707,0.952305,1.000000,
1.237817,1.600518,1.431371,1.875416,1.535121,2.027447,0.132832,-0.608641,-1.237817,0.506481,-0.502237,-1.600518,-0.063123,-0.557522,-1.431371,-0.579783,-0.132974,-1.875416,-0.207679,-0.293514,-1.535121,-0.373365,-0.044673,-2.027447,-0.009909,-0.474167,0.880379,0.000000,0.230041,0.855727,0.463478,0.000000,-0.973131,0.207116,0.100598,0.000000,-1.643012,0.707212,-1.585744,1.000000,0.703167,0.709930,-0.039431,0.000000,-0.303372,0.349714,0.886378,0.000000,0.643056,-0.611309,0.461280,0.000000,1.192342,-1.120150,0.960096,1.000000,
1.237660,1.600621,1.431696,1.875889,1.535328,2.029516,0.132815,-0.608563,-1.237660,0.506513,-0.502270,-1.600621,-0.063137,-0.557649,-1.431696,-0.579929,-0.133008,-1.875889,-0.207707,-0.293553,-1.535328,-0.373746,-0.044718,-2.029516,-0.010360,-0.472853,0.881080,0.000000,0.230753,0.856215,0.462222,0.000000,-0.972957,0.208101,0.100242,0.000000,-1.642316,0.708413,-1.587553,1.000000,0.703050,0.710143,-0.037639,0.000000,-0.303237,0.347242,0.887396,0.000000,0.643248,-0.612470,0.459470,0.000000,1.193048,-1.122707,0.958117,1.000000,
1.237633,1.600375,1.431337,1.876471,1.535652,2.037056,0.132812,-0.608550,-1.237633,0.506436,-0.502193,-1.600375,-0.063121,-0.557509,-1.431337,-0.580109,-0.133049,-1.876471,-0.207751,-0.293615,-1.535652,-0.375134,-0.044885,-2.037056,-0.010761,-0.464949,0.885272,0.000000,0.239512,0.858353,0.453723,0.000000,-0.970834,0.216915,0.102124,0.000000,-1.634461,0.719514,-1.591541,1.000000,0.702952,0.710633,-0.029317,0.000000,-0.303122,0.336625,0.891516,0.000000,0.643410,-0.617806,0.452040,0.000000,1.193798,-1.134062,0.949848,1.000000,
1.237547,1.600445,1.431101,1.876709,1.535892,2.024439,0.132803,-0.608508,-1.237547,0.506458,-0.502215,-1.600445,-0.063111,-0.557417,-1.431101,-0.580183,-0.133066,-1.876709,-0.207784,-0.293661,-1.535892,-0.372811,-0.044607,-2.024439,-0.010060,-0.478678,0.877933,0.000000,0.224179,0.854549,0.468497,0.000000,-0.974496,0.201527,0.098713,0.000000,-1.648418,0.699903,-1.586056,1.000000,0.702980,0.709774,-0.045168,0.000000,-0.303155,0.356493,0.883748,0.000000,0.643363,-0.607564,0.465779,0.000000,1.193923,-1.112785,0.965523,1.000000,
1.237512,1.600130,1.430655,1.876147,1.536184,2.016187,0.132799,-0.608491,-1.237512,0.506358,-0.502116,-1.600130,-0.063091,-0.557244,-1.430655,-0.580009,-0.133026,-1.876147,-0.207823,-0.293717,-1.536184,-0.371291,-0.044425,-2.016187,-0.008623,-0.487425,0.873123,0.000000,0.216052,0.851623,0.477556,0.000000,-0.976344,0.192758,0.097966,0.000000,-1.655636,0.688449,-1.580274,1.000000,0.703467,0.708645,-0.054373,0.000000,-0.303720,0.368903,0.878444,0.000000,0.642563,-0.601443,0.474741,0.000000,1.192158,-1.100101,0.976003,1.000000,
1.237512,1.600130,1.430655,1.875826,1.536024,2.019785,0.132799,-0.608491,-1.237512,0.506358,-0.502116,-1.600130,-0.063091,-0.557244,-1.430655,-0.579910,-0.133003,-1.875826,-0.207801,-0.293686,-1.536024,-0.371954,-0.044504,-2.019785,-0.008864,-0.483060,0.875542,0.000000,0.221085,0.852962,0.472840,0.000000,-0.975214,0.197760,0.099237,0.000000,-1.651045,0.694897,-1.581571,1.000000,0.703534,0.708955,-0.049220,0.000000,-0.303798,0.362641,0.881021,0.000000,0.642453,-0.604876,0.470509,0.000000,1.191711,-1.107079,0.971229,1.000000,
1.237308,1.600296,1.429985,1.876757,1.536083,2.022142,0.132777,-0.608390,-1.237308,0.506410,-0.502168,-1.600296,-0.063062,-0.556983,-1.429985,-0.580198,-0.133069,-1.876757,-0.207810,-0.293697,-1.536083,-0.372388,-0.044556,-2.022142,-0.009957,-0.480100,0.877157,0.000000,0.222610,0.854123,0.470019,0.000000,-0.974857,0.199944,0.098371,0.000000,-1.649640,0.697709,-1.585553,1.000000,0.703079,0.709488,-0.048025,0.000000,-0.303270,0.360245,0.882185,0.000000,0.643201,-0.605681,0.468447,0.000000,1.193700,-1.108936,0.968689,1.000000,
1.237813,1.601440,1.430370,1.876945,1.536348,2.020532,0.132832,-0.608639,-1.237813,0.506773,-0.502527,-1.601440,-0.063079,-0.557132,-1.430370,-0.580256,-0.133083,-1.876945,-0.207845,-0.293748,-1.536348,-0.372091,-0.044521,-2.020532,-0.010119,-0.481611,0.876327,0.000000,0.220394,0.853746,0.471746,0.000000,-0.975358,0.197910,0.097505,0.000000,-1.652083,0.695489,-1.585532,1.000000,0.703151,0.709263,-0.050251,0.000000,-0.303353,0.363155,0.880962,0.000000,0.643083,-0.604206,0.470510,0.000000,1.193667,-1.105977,0.971204,1.000000,
1.237813,1.601440,1.430370,1.876856,1.536317,2.015296,0.132832,-0.608639,-1.237813,0.506773,-0.502527,-1.601440,-0.063079,-0.557132,-1.430370,-0.580229,-0.133076,-1.876856,-0.207841,-0.293742,-1.536317,-0.371127,-0.044405,-2.015296,-0.009651,-0.487457,0.873094,0.000000,0.213947,0.851909,0.477994,0.000000,-0.976798,0.191409,0.096068,0.000000,-1.657824,0.687106,-1.582991,1.000000,0.703178,0.708737,-0.056853,0.000000,-0.303385,0.371395,0.877510,0.000000,0.643039,-0.599797,0.476177,0.000000,1.193522,-1.096879,0.977504,1.000000,
1.237867,1.601873,1.430406,1.876327,1.536409,2.020960,0.132837,-0.608665,-1.237867,0.506909,-0.502663,-1.601873,-0.063080,-0.557147,-1.430406,-0.580065,-0.133039,-1.876327,-0.207854,-0.293760,-1.536409,-0.372170,-0.044530,-2.020960,-0.009997,-0.480553,0.876909,0.000000,0.221952,0.854011,0.470535,0.000000,-0.975006,0.199335,0.098122,0.000000,-1.650571,0.697353,-1.584952,1.000000,0.703518,0.709026,-0.048428,0.000000,-0.303779,0.361623,0.881446,0.000000,0.642481,-0.605402,0.469795,0.000000,1.192175,-1.108341,0.970665,1.000000,
1.237707,1.600728,1.430447,1.876213,1.536362,2.029005,0.132820,-0.608586,-1.237707,0.506547,-0.502304,-1.600728,-0.063082,-0.557163,-1.430447,-0.580030,-0.133031,-1.876213,-0.207847,-0.293751,-1.536362,-0.373652,-0.044707,-2.029005,-0.009780,-0.472475,0.881290,0.000000,0.232332,0.856140,0.461570,0.000000,-0.972587,0.209266,0.101398,0.000000,-1.641115,0.709768,-1.586860,1.000000,0.703548,0.709625,-0.038116,0.000000,-0.303814,0.348833,0.886574,0.000000,0.642431,-0.612167,0.461015,0.000000,1.191999,-1.122347,0.960795,1.000000,
1.237827,1.600316,1.430519,1.875877,1.536252,2.030796,0.132833,-0.608646,-1.237827,0.506417,-0.502174,-1.600316,-0.063085,-0.557191,-1.430519,-0.579926,-0.133007,-1.875877,-0.207832,-0.293730,-1.536252,-0.373982,-0.044747,-2.030796,-0.009337,-0.470526,0.882337,0.000000,0.235575,0.856504,0.459243,0.000000,-0.971811,0.212145,0.102847,0.000000,-1.638238,0.713401,-1.586258,1.000000,0.703655,0.709664,-0.035325,0.000000,-0.303937,0.345556,0.887814,0.000000,0.642256,-0.613978,0.458845,0.000000,1.191434,-1.126033,0.958338,1.000000,
1.237825,1.598748,1.430574,1.876021,1.536146,2.029825,0.132833,-0.608645,-1.237825,0.505920,-0.501682,-1.598748,-0.063088,-0.557212,-1.430574,-0.579970,-0.133017,-1.876021,-0.207818,-0.293709,-1.536146,-0.373803,-0.044725,-2.029825,-0.008257,-0.472702,0.881183,0.000000,0.235128,0.855589,0.461176,0.000000,-0.971929,0.210999,0.104081,0.000000,-1.638843,0.711703,-1.583545,1.000000,0.703510,0.709728,-0.036888,0.000000,-0.303769,0.347221,0.887221,0.000000,0.642494,-0.612963,0.459867,0.000000,1.191940,-1.123924,0.959342,1.000000,
1.237837,1.600189,1.430319,1.877228,1.536208,2.034605,0.132834,-0.608651,-1.237837,0.506377,-0.502134,-1.600189,-0.063076,-0.557113,-1.430319,-0.580344,-0.133103,-1.877228,-0.207826,-0.293721,-1.536208,-0.374683,-0.044831,-2.034605,-0.010387,-0.466902,0.884248,0.000000,0.237931,0.857744,0.455702,0.000000,-0.971226,0.215124,0.102181,0.000000,-1.636367,0.717272,-1.590839,1.000000,0.702910,0.710497,-0.033338,0.000000,-0.303074,0.341582,0.889645,0.000000,0.643477,-0.615237,0.455435,0.000000,1.194543,-1.128942,0.954022,1.000000,
1.237453,1.599868,1.430760,1.877151,1.535960,2.039175,0.132793,-0.608461,-1.237453,0.506275,-0.502034,-1.599868,-0.063096,-0.557284,-1.430760,-0.580320,-0.133097,-1.877151,-0.207793,-0.293674,-1.535960,-0.375525,-0.044931,-2.039175,-0.010866,-0.462943,0.886321,0.000000,0.241719,0.858870,0.451568,0.000000,-0.970285,0.219148,0.102570,0.000000,-1.632482,0.722152,-1.593161,1.000000,0.702790,0.710852,-0.027849,0.000000,-0.302935,0.334462,0.892393,0.000000,0.643674,-0.618729,0.450399,0.000000,1.194796,-1.136210,0.948080,1.000000,
1.237599,1.599973,1.430850,1.877403,1.535967,2.031512,0.132809,-0.608534,-1.237599,0.506308,-0.502067,-1.599973,-0.063100,-0.557319,-1.430850,-0.580397,-0.133115,-1.877403,-0.207794,-0.293675,-1.535967,-0.374114,-0.044762,-2.031512,-0.010534,-0.471268,0.881927,0.000000,0.232379,0.856676,0.460550,0.000000,-0.972568,0.209792,0.100488,0.000000,-1.641238,0.710428,-1.589906,1.000000,0.702661,0.710527,-0.037658,0.000000,-0.302786,0.346489,0.887843,0.000000,0.643885,-0.612451,0.458602,0.000000,1.195349,-1.123106,0.957310,1.000000,
1.237561,1.600223,1.431011,1.876841,1.535958,2.026507,0.132805,-0.608515,-1.237561,0.506387,-0.502145,-1.600223,-0.063107,-0.557382,-1.431011,-0.580224,-0.133075,-1.876841,-0.207793,-0.293674,-1.535958,-0.373192,-0.044652,-2.026507,-0.010060,-0.476523,0.879104,0.000000,0.226852,0.855139,0.466128,0.000000,-0.973877,0.204116,0.099498,0.000000,-1.646078,0.703180,-1.586810,1.000000,0.702953,0.709948,-0.042779,0.000000,-0.303124,0.353463,0.884974,0.000000,0.643407,-0.609128,0.463671,0.000000,1.194104,-1.116071,0.963184,1.000000,
1.237555,1.600166,1.430701,1.876542,1.535928,2.023825,0.132804,-0.608512,-1.237555,0.506369,-0.502127,-1.600166,-0.063093,-0.557262,-1.430701,-0.580131,-0.133054,-1.876542,-0.207788,-0.293668,-1.535928,-0.372698,-0.044593,-2.023825,-0.009693,-0.478895,0.877819,0.000000,0.224639,0.854378,0.468588,0.000000,-0.974394,0.201734,0.099297,0.000000,-1.648014,0.700102,-1.585093,1.000000,0.703092,0.709636,-0.045583,0.000000,-0.303285,0.357234,0.883404,0.000000,0.643179,-0.607289,0.466391,0.000000,1.193485,-1.112190,0.966298,1.000000,
1.237623,1.599679,1.430991,1.876526,1.535428,2.022486,0.132811,-0.608545,-1.237623,0.506215,-0.501974,-1.599679,-0.063106,-0.557375,-1.430991,-0.580126,-0.133053,-1.876526,-0.207721,-0.293572,-1.535428,-0.372451,-0.044564,-2.022486,-0.009547,-0.480664,0.876853,0.000000,0.222736,0.853840,0.470475,0.000000,-0.974832,0.199798,0.098910,0.000000,-1.649788,0.697659,-1.584264,1.000000,0.702777,0.709814,-0.047623,0.000000,-0.302920,0.359144,0.882754,0.000000,0.643695,-0.605953,0.467415,0.000000,1.194305,-1.109320,0.966943,1.000000,
1.237184,1.599517,1.430816,1.877211,1.535788,2.026219,0.132764,-0.608330,-1.237184,0.506164,-0.501924,-1.599517,-0.063098,-0.557306,-1.430816,-0.580338,-0.133102,-1.877211,-0.207770,-0.293641,-1.535788,-0.373139,-0.044646,-2.026219,-0.010229,-0.477408,0.878622,0.000000,0.225434,0.854947,0.467168,0.000000,-0.974205,0.202850,0.098879,0.000000,-1.647113,0.701333,-1.587338,1.000000,0.702647,0.710177,-0.044001,0.000000,-0.302770,0.354376,0.884731,0.000000,0.643908,-0.608331,0.464021,0.000000,1.195226,-1.114455,0.963289,1.000000,
1.236591,1.599535,1.430394,1.876086,1.534817,2.029624,0.132701,-0.608038,-1.236591,0.506170,-0.501929,-1.599535,-0.063080,-0.557142,-1.430394,-0.579990,-0.133022,-1.876086,-0.207638,-0.293455,-1.534817,-0.373766,-0.044721,-2.029624,-0.011174,-0.472166,0.881439,0.000000,0.229999,0.856645,0.461801,0.000000,-0.973127,0.207890,0.099026,0.000000,-1.642020,0.707582,-1.589806,1.000000,0.702614,0.710540,-0.038286,0.000000,-0.302732,0.347180,0.887592,0.000000,0.643962,-0.612044,0.459037,0.000000,1.194368,-1.121759,0.957056,1.000000,
1.237235,1.599823,1.430641,1.875697,1.535129,2.021889,0.132770,-0.608354,-1.237235,0.506261,-0.502020,-1.599823,-0.063090,-0.557238,-1.430641,-0.579870,-0.132994,-1.875697,-0.207680,-0.293515,-1.535129,-0.372341,-0.044550,-2.021889,-0.009733,-0.480347,0.877024,0.000000,0.222750,0.853986,0.470202,0.000000,-0.974827,0.199934,0.098686,0.000000,-1.649157,0.697673,-1.583993,1.000000,0.703023,0.709615,-0.046961,0.000000,-0.303205,0.358810,0.882792,0.000000,0.643293,-0.606384,0.467410,0.000000,1.192960,-1.109989,0.966895,1.000000,
1.237234,1.599520,1.430138,1.875507,1.534775,2.023872,0.132770,-0.608354,-1.237234,0.506165,-0.501925,-1.599520,-0.063068,-0.557042,-1.430138,-0.579811,-0.132981,-1.875507,-0.207633,-0.293447,-1.534775,-0.372707,-0.044594,-2.023872,-0.009883,-0.477244,0.878715,0.000000,0.226317,0.854887,0.466849,0.000000,-0.974003,0.203482,0.099559,0.000000,-1.645889,0.702212,-1.584986,1.000000,0.702894,0.709911,-0.044348,0.000000,-0.303056,0.355300,0.884262,0.000000,0.643504,-0.608103,0.464881,0.000000,1.193141,-1.113438,0.963763,1.000000,
1.237546,1.599874,1.430153,1.875771,1.534862,2.021125,0.132803,-0.608507,-1.237546,0.506277,-0.502035,-1.599874,-0.063069,-0.557048,-1.430153,-0.579893,-0.132999,-1.875771,-0.207644,-0.293464,-1.534862,-0.372201,-0.044534,-2.021125,-0.009764,-0.480048,0.877188,0.000000,0.223071,0.854078,0.469883,0.000000,-0.974753,0.200263,0.098745,0.000000,-1.649158,0.698300,-1.584135,1.000000,0.702810,0.709737,-0.048281,0.000000,-0.302959,0.360027,0.882381,0.000000,0.643641,-0.605520,0.468051,0.000000,1.193585,-1.108161,0.967316,1.000000,
1.237898,1.599950,1.430393,1.875554,1.535083,2.025924,0.132841,-0.608681,-1.237898,0.506301,-0.502059,-1.599950,-0.063080,-0.557141,-1.430393,-0.579826,-0.132984,-1.875554,-0.207674,-0.293506,-1.535083,-0.373084,-0.044639,-2.025924,-0.009504,-0.474786,0.880050,0.000000,0.230103,0.855433,0.463991,0.000000,-0.973120,0.206912,0.101119,0.000000,-1.643128,0.706908,-1.584863,1.000000,0.703069,0.709902,-0.041632,0.000000,-0.303259,0.352264,0.885406,0.000000,0.643217,-0.609877,0.462950,0.000000,1.192717,-1.117192,0.961893,1.000000,
1.237895,1.600047,1.430779,1.875720,1.534796,2.027047,0.132840,-0.608679,-1.237895,0.506332,-0.502090,-1.600047,-0.063097,-0.557292,-1.430779,-0.579877,-0.132996,-1.875720,-0.207635,-0.293451,-1.534796,-0.373291,-0.044664,-2.027047,-0.009980,-0.473922,0.880510,0.000000,0.230230,0.855807,0.463236,0.000000,-0.973085,0.207343,0.100570,0.000000,-1.642992,0.707542,-1.586230,1.000000,0.702794,0.710223,-0.040779,0.000000,-0.302940,0.350652,0.886155,0.000000,0.643667,-0.610431,0.461591,0.000000,1.193584,-1.118321,0.960025,1.000000,
1.237975,1.600406,1.430424,1.876115,1.534856,2.028178,0.132849,-0.608718,-1.237975,0.506445,-0.502202,-1.600406,-0.063081,-0.557154,-1.430424,-0.579999,-0.133024,-1.876115,-0.207644,-0.293463,-1.534856,-0.373499,-0.044689,-2.028178,-0.010491,-0.472139,0.881462,0.000000,0.231404,0.856435,0.461488,0.000000,-0.972801,0.208816,0.100270,0.000000,-1.642049,0.709535,-1.588169,1.000000,0.702625,0.710430,-0.040104,0.000000,-0.302744,0.349471,0.886688,0.000000,0.643945,-0.610868,0.460625,0.000000,1.194364,-1.119322,0.958876,1.000000,
1.237890,1.600530,1.429917,1.875706,1.534622,2.026189,0.132840,-0.608677,-1.237890,0.506484,-0.502241,-1.600530,-0.063059,-0.556956,-1.429917,-0.579873,-0.132995,-1.875706,-0.207612,-0.293418,-1.534622,-0.373133,-0.044645,-2.026189,-0.010517,-0.473167,0.880910,0.000000,0.230087,0.856175,0.462628,0.000000,-0.973113,0.207552,0.099866,0.000000,-1.643035,0.707920,-1.587512,1.000000,0.702690,0.710258,-0.041953,0.000000,-0.302819,0.351908,0.885698,0.000000,0.643838,-0.609667,0.462362,0.000000,1.193849,-1.116693,0.960721,1.000000,
1.237931,1.600537,1.430105,1.875565,1.534275,2.031967,0.132844,-0.608697,-1.237931,0.506487,-0.502244,-1.600537,-0.063067,-0.557029,-1.430105,-0.579829,-0.132985,-1.875565,-0.207565,-0.293352,-1.534275,-0.374197,-0.044773,-2.031967,-0.011038,-0.466755,0.884318,0.000000,0.236849,0.857985,0.455812,0.000000,-0.971484,0.214481,0.101080,0.000000,-1.636824,0.716787,-1.590460,1.000000,0.702540,0.710793,-0.034800,0.000000,-0.302645,0.342674,0.889371,0.000000,0.644084,-0.614286,0.455860,0.000000,1.194127,-1.126224,0.953090,1.000000,
1.238218,1.600575,1.430103,1.875564,1.533840,2.030319,0.132875,-0.608838,-1.238218,0.506499,-0.502255,-1.600575,-0.063067,-0.557029,-1.430103,-0.579829,-0.132985,-1.875564,-0.207506,-0.293269,-1.533840,-0.373894,-0.044736,-2.030319,-0.011093,-0.467948,0.883686,0.000000,0.235338,0.857695,0.457139,0.000000,-0.971850,0.213036,0.100612,0.000000,-1.638435,0.715176,-1.590080,1.000000,0.702258,0.710952,-0.037153,0.000000,-0.302320,0.345058,0.888559,0.000000,0.644543,-0.612766,0.457255,0.000000,1.194867,-1.122964,0.954233,1.000000,
1.238135,1.600628,1.430128,1.876805,1.534396,2.021016,0.132866,-0.608797,-1.238135,0.506516,-0.502272,-1.600628,-0.063068,-0.557038,-1.430128,-0.580213,-0.133073,-1.876805,-0.207581,-0.293375,-1.534396,-0.372181,-0.044531,-2.021016,-0.010868,-0.479389,0.877535,0.000000,0.221706,0.854589,0.469600,0.000000,-0.975053,0.199658,0.096996,0.000000,-1.651042,0.698097,-1.587415,1.000000,0.701960,0.710400,-0.050824,0.000000,-0.301975,0.361498,0.882117,0.000000,0.645029,-0.603863,0.468280,0.000000,1.196696,-1.104846,0.966768,1.000000,
1.238360,1.600680,1.430067,1.877912,1.534451,2.011291,0.132890,-0.608908,-1.238360,0.506532,-0.502288,-1.600680,-0.063065,-0.557015,-1.430067,-0.580555,-0.133151,-1.877912,-0.207589,-0.293385,-1.534451,-0.370390,-0.044317,-2.011291,-0.010464,-0.490773,0.871224,0.000000,0.207954,0.851155,0.481965,0.000000,-0.978082,0.186218,0.093153,0.000000,-1.663757,0.680947,-1.584860,1.000000,0.701411,0.709732,-0.065592,0.000000,-0.301341,0.378683,0.875096,0.000000,0.645923,-0.594037,0.479484,0.000000,1.199069,-1.084888,0.978868,1.000000,
1.238472,1.600612,1.429917,1.879951,1.534320,2.018981,0.132902,-0.608962,-1.238472,0.506511,-0.502267,-1.600612,-0.063059,-0.556956,-1.429917,-0.581185,-0.133296,-1.879951,-0.207571,-0.293360,-1.534320,-0.371806,-0.044486,-2.018981,-0.012393,-0.482847,0.875617,0.000000,0.214272,0.854060,0.473993,0.000000,-0.976695,0.193495,0.092876,0.000000,-1.658664,0.690603,-1.592655,1.000000,0.700250,0.711394,-0.059733,0.000000,-0.300002,0.369160,0.879614,0.000000,0.647803,-0.598029,0.471924,0.000000,1.203825,-1.093407,0.969727,1.000000,
1.238358,1.600634,1.430372,1.877700,1.534510,2.016016,0.132890,-0.608907,-1.238358,0.506517,-0.502274,-1.600634,-0.063079,-0.557133,-1.430372,-0.580489,-0.133136,-1.877700,-0.207597,-0.293397,-1.534510,-0.371260,-0.044421,-2.016016,-0.010670,-0.485778,0.874017,0.000000,0.213999,0.852706,0.476546,0.000000,-0.976776,0.192124,0.094857,0.000000,-1.658364,0.688555,-1.586208,1.000000,0.701561,0.710167,-0.058947,0.000000,-0.301514,0.370773,0.878417,0.000000,0.645679,-0.598490,0.474245,0.000000,1.198497,-1.093977,0.973221,1.000000,
1.238255,1.600543,1.430770,1.876923,1.534302,2.018605,0.132879,-0.608856,-1.238255,0.506489,-0.502245,-1.600543,-0.063096,-0.557288,-1.430770,-0.580249,-0.133081,-1.876923,-0.207569,-0.293357,-1.534302,-0.371736,-0.044478,-2.018605,-0.010581,-0.482964,0.875576,0.000000,0.217772,0.853495,0.473415,0.000000,-0.975942,0.195685,0.096145,0.000000,-1.654718,0.693058,-1.585975,1.000000,0.701838,0.710271,-0.054211,0.000000,-0.301834,0.365456,0.880533,0.000000,0.645228,-0.601629,0.470875,0.000000,1.197116,-1.100242,0.969522,1.000000,
